supplier_key,product_key,Supplier_name,Unit_cost,Unit_retail
0070bba2db6f4d7699454e9d93dbb4a7,9355d853c8bd4337ae8dd5a3680bb979,"DoloresExplicabo Inc.",115.8344814925,470.1451880844
0070bba2db6f4d7699454e9d93dbb4a7,c97c4460f8c5444c886687cffe3633b0,"DoloresExplicabo Inc.",92.0086992594,308.3096927798
0070bba2db6f4d7699454e9d93dbb4a7,8525028f053c41fd807b663dc2e89a8e,"DoloresExplicabo Inc.",266.6935322206,408.1564366193
0070bba2db6f4d7699454e9d93dbb4a7,501ee35d92b24a568e0ca6243031ffa0,"DoloresExplicabo Inc.",19.4098862755,399.1573165212
0070bba2db6f4d7699454e9d93dbb4a7,9355d853c8bd4337ae8dd5a3680bb979,"DoloresExplicabo Inc.",70.1973842040,130.1038623240
0070bba2db6f4d7699454e9d93dbb4a7,1678d89c467b4dd88284142220afab75,"DoloresExplicabo Inc.",14.9019942262,21.8347885875
0070bba2db6f4d7699454e9d93dbb4a7,50e94105c4da4fcf8a7e31650c9418eb,"DoloresExplicabo Inc.",19.8730958996,162.7143742087
0070bba2db6f4d7699454e9d93dbb4a7,7e32ae2f278541728bfa2308d6bc5644,"DoloresExplicabo Inc.",426.8660073084,460.3360218273
0070bba2db6f4d7699454e9d93dbb4a7,e2b6eab623cc432396309711c9e7318d,"DoloresExplicabo Inc.",238.4415681560,475.7284497013
0070bba2db6f4d7699454e9d93dbb4a7,c3ed8ea3535741c2aa580929d893b5c2,"DoloresExplicabo Inc.",49.9927468171,196.7504099746
0070bba2db6f4d7699454e9d93dbb4a7,4d187da9763b4e5ba06627f584327092,"DoloresExplicabo Inc.",114.2295171369,308.5427153807
0070bba2db6f4d7699454e9d93dbb4a7,de32fd244f6647a7b9037caadedbd04d,"DoloresExplicabo Inc.",253.2822521582,378.0201201653
0070bba2db6f4d7699454e9d93dbb4a7,4d187da9763b4e5ba06627f584327092,"DoloresExplicabo Inc.",73.6844500469,133.1176347379
0070bba2db6f4d7699454e9d93dbb4a7,18279a5eead645bf9dc8468f890d2eb7,"DoloresExplicabo Inc.",85.4700975101,449.3156702815
0070bba2db6f4d7699454e9d93dbb4a7,4d9d6316aba24f93a36e1402d633eed9,"DoloresExplicabo Inc.",1.9122369838,456.6310368060
0070bba2db6f4d7699454e9d93dbb4a7,c3ed8ea3535741c2aa580929d893b5c2,"DoloresExplicabo Inc.",105.4039974050,277.0711452673
0070bba2db6f4d7699454e9d93dbb4a7,c1efc2f1ee7940fb843a3ef734daae6b,"DoloresExplicabo Inc.",0.0601986820,306.9987519590
0070bba2db6f4d7699454e9d93dbb4a7,d8dec22e1b8e451699216f95cea0858d,"DoloresExplicabo Inc.",11.5413769502,23.2314669526
0070bba2db6f4d7699454e9d93dbb4a7,e28b7ef3579f42be92f10ea51c03a068,"DoloresExplicabo Inc.",2.0776590345,243.1003442565
0070bba2db6f4d7699454e9d93dbb4a7,7f58a63ca02d4c41b28c481449af246f,"DoloresExplicabo Inc.",116.0976700841,214.5084672434
0070bba2db6f4d7699454e9d93dbb4a7,0bfa5723e22b4cd1b4863fc8d9451ad1,"DoloresExplicabo Inc.",165.4282490971,313.9188585914
031ad2a2917444adaeca5e3895bd2f24,0543e96d7c2947d2b54a560796b1c284,"AbSit Inc.",22.3786544004,103.8337171128
08ed3be014194feab10a409af560a1bf,b6526fcb36904b3dbd323e0d056f8f84,"QuasMollitia CO.",37.8042680899,38.6070023922
08ed3be014194feab10a409af560a1bf,29ffa663cc4c40e6b8ece3269a846533,"QuasMollitia CO.",217.2040949490,295.1678891292
08ed3be014194feab10a409af560a1bf,e8dc6a1ca17241e5b2cb32e745150e46,"QuasMollitia CO.",305.9076607306,473.1024535545
08ed3be014194feab10a409af560a1bf,12df17689a31425caafcd74234039530,"QuasMollitia CO.",159.8500052086,309.5882787514
08ed3be014194feab10a409af560a1bf,9355d853c8bd4337ae8dd5a3680bb979,"QuasMollitia CO.",80.1102471318,88.6930263359
08ed3be014194feab10a409af560a1bf,8f34a8a7bf8f4697b543ae1b77201862,"QuasMollitia CO.",147.9115907756,479.3437176446
08ed3be014194feab10a409af560a1bf,f5c07e659a7d4d96bd7f939285a7b539,"QuasMollitia CO.",270.8441465685,393.0074690704
08ed3be014194feab10a409af560a1bf,d2520e0de46744adae76f435fc41aa0c,"QuasMollitia CO.",163.7682374106,263.0852550757
08ed3be014194feab10a409af560a1bf,75f6de5bb0ca4fb99bef8b2f9fe0c2dd,"QuasMollitia CO.",4.5187032063,10.6723362120
08ed3be014194feab10a409af560a1bf,8f34a8a7bf8f4697b543ae1b77201862,"QuasMollitia CO.",23.1164568747,304.9037119319
08ed3be014194feab10a409af560a1bf,1678d89c467b4dd88284142220afab75,"QuasMollitia CO.",5.4828839834,142.2973562639
0a7623cba7994b26bfeab856db9ac3fe,7e32ae2f278541728bfa2308d6bc5644,"DeseruntExplicabo Inc.",68.4382008676,95.0092027977
0a7623cba7994b26bfeab856db9ac3fe,d8dec22e1b8e451699216f95cea0858d,"DeseruntExplicabo Inc.",77.5757686607,267.9031155493
0b4353d9a57c430b81cf2700bb3178c6,30a8106a342244b6a6e59370fc1d793f,"DolorumLabore Incorporate",139.1638977556,249.3455980932
0b4353d9a57c430b81cf2700bb3178c6,4c6e0b2d51a44191b3d74b0867095b94,"DolorumLabore Incorporate",391.4420696086,392.9327135668
0b4353d9a57c430b81cf2700bb3178c6,243431cb508840d8884e0df058f08455,"DolorumLabore Incorporate",293.6057422923,499.0360473162
0b4353d9a57c430b81cf2700bb3178c6,a8ae5372cc54421095083287af4c66d5,"DolorumLabore Incorporate",243.8458860790,344.0701510729
0b4353d9a57c430b81cf2700bb3178c6,75f6de5bb0ca4fb99bef8b2f9fe0c2dd,"DolorumLabore Incorporate",127.8086618487,398.3696972073
0b4353d9a57c430b81cf2700bb3178c6,19de675da674493a95044a1e1241992f,"DolorumLabore Incorporate",26.6706159375,66.1640175985
0b4353d9a57c430b81cf2700bb3178c6,372cc78730564184ae9e83edb5a6a2ee,"DolorumLabore Incorporate",169.9402941356,426.1773828813
0b4353d9a57c430b81cf2700bb3178c6,bdcc2d4d19fa4f37aaaff50ddeb5d3b4,"DolorumLabore Incorporate",61.2870094308,166.6731099025
0b89f6cb052f43438c85eebfdbdc99d7,ce899ae52e484857988430f3ec2e7bb1,"IpsamEst Company",230.3506477065,445.1940915186
0b89f6cb052f43438c85eebfdbdc99d7,4d187da9763b4e5ba06627f584327092,"IpsamEst Company",37.4076237714,217.4657208367
0b89f6cb052f43438c85eebfdbdc99d7,d2520e0de46744adae76f435fc41aa0c,"IpsamEst Company",160.4228498534,172.4409674785
0b89f6cb052f43438c85eebfdbdc99d7,f9a651c0e40c435ba1c878e7283a5a9d,"IpsamEst Company",220.9850033312,409.1404873363
0b89f6cb052f43438c85eebfdbdc99d7,db551005ee324be089df6fb617af2417,"IpsamEst Company",226.8496737179,413.4077094412
0b89f6cb052f43438c85eebfdbdc99d7,6e9ce185e36d442782f0058aeb9ee010,"IpsamEst Company",35.0862433410,328.0709259091
0b89f6cb052f43438c85eebfdbdc99d7,4c6e0b2d51a44191b3d74b0867095b94,"IpsamEst Company",106.5423075195,413.9087475105
0b89f6cb052f43438c85eebfdbdc99d7,bb67c833dce144d9a3782234c13d887f,"IpsamEst Company",92.0692861560,224.9300077344
0b89f6cb052f43438c85eebfdbdc99d7,ce899ae52e484857988430f3ec2e7bb1,"IpsamEst Company",123.1538223144,266.9452893816
0b89f6cb052f43438c85eebfdbdc99d7,50e94105c4da4fcf8a7e31650c9418eb,"IpsamEst Company",10.4528468774,56.7066444761
0b89f6cb052f43438c85eebfdbdc99d7,0e334d3d220e4c9d83d8c39534049829,"IpsamEst Company",242.3196244970,435.8964852398
0b89f6cb052f43438c85eebfdbdc99d7,bb67c833dce144d9a3782234c13d887f,"IpsamEst Company",202.0353334863,365.9941573511
0b89f6cb052f43438c85eebfdbdc99d7,8c90cea328b5488e8e4777d6e5051f67,"IpsamEst Company",10.0578701797,185.4392187879
0b89f6cb052f43438c85eebfdbdc99d7,4873696561a947a3ae5d1afe6a3f8ea0,"IpsamEst Company",209.0739576369,449.8818755017
0b89f6cb052f43438c85eebfdbdc99d7,46fefc5dad294a6095784ebd0054fc52,"IpsamEst Company",78.4896597568,102.2196932667
0b89f6cb052f43438c85eebfdbdc99d7,d8dec22e1b8e451699216f95cea0858d,"IpsamEst Company",65.7419989772,98.1564173945
0d86829852d04b46b6fd74daf72e9b88,ebfeb3176b784fdcafe74e54eb966347,"QuodIusto Inc.",115.1625702504,238.2152120531
0d86829852d04b46b6fd74daf72e9b88,ce382ecd59ed4b8598f319e61ad9f6e5,"QuodIusto Inc.",79.1693435435,376.2794423804
0d86829852d04b46b6fd74daf72e9b88,92a896a59649416c8a85262df5d3fa9e,"QuodIusto Inc.",143.6114133799,186.8756065673
0d86829852d04b46b6fd74daf72e9b88,0bfa5723e22b4cd1b4863fc8d9451ad1,"QuodIusto Inc.",20.6566245956,160.6179663932
0d86829852d04b46b6fd74daf72e9b88,aad4e127285646d08081038953a4a098,"QuodIusto Inc.",255.3814386656,313.2724770361
0d86829852d04b46b6fd74daf72e9b88,aad4e127285646d08081038953a4a098,"QuodIusto Inc.",32.0897441122,141.2746988336
0d86829852d04b46b6fd74daf72e9b88,f5c07e659a7d4d96bd7f939285a7b539,"QuodIusto Inc.",291.1607428651,467.6112962660
0d86829852d04b46b6fd74daf72e9b88,6f9f27076bf641a6b20efab41441c503,"QuodIusto Inc.",206.5839660866,256.6956312884
0d86829852d04b46b6fd74daf72e9b88,f9a651c0e40c435ba1c878e7283a5a9d,"QuodIusto Inc.",174.3273897365,345.6529995414
0d86829852d04b46b6fd74daf72e9b88,4d187da9763b4e5ba06627f584327092,"QuodIusto Inc.",47.0494720875,55.7742809831
0d86829852d04b46b6fd74daf72e9b88,8163d17a4609452392fdbc3a75596621,"QuodIusto Inc.",45.1352174318,154.9110835640
0d86829852d04b46b6fd74daf72e9b88,a20b297e3f2d43268d037ce444f679d2,"QuodIusto Inc.",254.9628708613,440.9138727325
0d86829852d04b46b6fd74daf72e9b88,0e334d3d220e4c9d83d8c39534049829,"QuodIusto Inc.",80.3371156723,109.2952656702
0d86829852d04b46b6fd74daf72e9b88,aad4e127285646d08081038953a4a098,"QuodIusto Inc.",43.5003322095,307.3689335630
0d86829852d04b46b6fd74daf72e9b88,ebfeb3176b784fdcafe74e54eb966347,"QuodIusto Inc.",145.8722183510,278.7620790620
0d86829852d04b46b6fd74daf72e9b88,b5e73eeb90d64aa98dafd63fd01d4a47,"QuodIusto Inc.",13.4659588932,191.5656732937
0d86829852d04b46b6fd74daf72e9b88,511c24e93fb840438e928f9f7fbe9cea,"QuodIusto Inc.",53.4809258162,66.5897536595
0d86829852d04b46b6fd74daf72e9b88,6e9ce185e36d442782f0058aeb9ee010,"QuodIusto Inc.",22.8404432687,92.2929894453
0d86829852d04b46b6fd74daf72e9b88,42a3b42030fc4ed3acdcff3ab3cd2f07,"QuodIusto Inc.",127.3911813337,136.2842188140
0d86829852d04b46b6fd74daf72e9b88,738aeb8720dd49429ac1221aacd5af92,"QuodIusto Inc.",148.2965662330,338.6239798635
0d86829852d04b46b6fd74daf72e9b88,88b170cb89ef4ccb87da1338c56df551,"QuodIusto Inc.",45.6636970052,124.5839518561
0d86829852d04b46b6fd74daf72e9b88,7e32ae2f278541728bfa2308d6bc5644,"QuodIusto Inc.",31.3896670064,43.9456495473
0d86829852d04b46b6fd74daf72e9b88,30a8106a342244b6a6e59370fc1d793f,"QuodIusto Inc.",92.3535265605,144.0522328846
0d86829852d04b46b6fd74daf72e9b88,d18473e7b13744f695f01447575bbff2,"QuodIusto Inc.",104.1511218226,491.2788040591
